33	40000	3000	8-30-30-30-30-30-1	32	swish	2000	0.0001	exp	0.693	Laplace	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	54.1223	111.3871	2.0726988239269284e-46	3000	0	52.0427	52.804	-5.2969	-4.5356	-4.5356	2.0726988239269284e-46
34	40000	3000	8-30-30-30-30-30-1	32	swish	2000	0.0001	exp	0.693	Gaussian	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	89.946	107.1601	3.696908349280445e-46	3000	0	96.7905	96.7982	-5.4816	-5.4739	-5.4739	3.696908349280445e-46
