	epochs	patience	layers	batch_size	activation	sample_size	learning_rate	annealing_type	kappa	prior	prior_init	scale	learning_rate_nn	pmf	pmf_init	delta	model_val_elbo(scaled)*	train_rmse	es_val_rmse	model_val_rmse	train_r2	es_val_r2	model_val_r2	model_val_negloglik	kl_elbo	mix_res_stddev	mix_res_mean	epis_res_stddev	epis_res_mean	aleo_res_stddev	aleo_res_mean	caos	caus	stopped_epoch	best_epoch	nn_time	bnn_time	pred_time
1	40000	3000	8-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.021	Gaussian	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-5.0781	461.4277	442.7164	148.0931	0.981	0.9871	0.9971	18.5459	0.0645	0.7714	-0.066	1.135	-0.0824	1.1412	-0.0834	0.4046	0.0	6266	3266	0:25:37	0:38:49	0:00:08
2	40000	3000	8-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.021	Laplace	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-4.1152	22418.4273	412.5068	149.8554	0.0284	0.9894	0.9969	10.1144	0.5156	0.8621	0.0288	1.2114	0.0481	1.2404	0.053	0.3903	0.0	5599	2599	0:20:39	0:34:00	0:00:07
3	40000	3000	8-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.071	Gaussian	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-5.0824	468.8332	453.6631	140.9137	0.9802	0.9863	0.9973	18.547	0.0822	0.7701	-0.0272	1.1331	-0.0284	1.1386	-0.0279	0.4119	0.0	5522	2522	0:25:47	0:33:39	0:00:08
4	40000	3000	8-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.071	Laplace	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-3.7934	22510.7377	403.1669	151.2849	0.0283	0.9899	0.9968	10.1144	0.8701	0.8564	-0.0369	1.2063	-0.042	1.2306	-0.0431	0.4181	0.0	4580	1580	0:20:45	0:27:44	0:00:07
21	40000	3000	8-20-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.693	Laplace	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	27.4383	350.3722	216.604	122.1282	0.9887	0.997	0.9978	2048018825.5939	32.9812	0.7366	0.0357	1.0503	0.0576	1.0548	0.0579	0.3584	0.0001	3000	0	0:37:51	0:21:21	0:00:09
22	40000	3000	8-20-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.693	Gaussian	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	55.2028	445.8359	352.1182	89.8483	0.9807	0.9916	0.9988	15.7306	58.6141	2.6191	-0.0091	3.7349	-0.0004	3.7523	0.0004	0.4185	0.0	3000	0	0:23:21	0:21:10	0:00:09
23	40000	3000	8-20-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.96	Laplace	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	43.6356	358.9716	221.2304	120.0354	0.9881	0.9969	0.9979	2073196176.3391	49.1764	0.7387	0.0392	1.0534	0.0627	1.058	0.063	0.3522	0.0001	3000	0	0:37:56	0:21:06	0:00:09
24	40000	3000	8-20-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.96	Gaussian	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	66.6641	444.0209	349.2083	88.3268	0.9809	0.9918	0.9989	15.7467	70.071	2.6177	-0.022	3.7328	-0.0187	3.7503	-0.0178	0.4137	0.0	3000	0	0:23:27	0:21:45	0:00:09
25	40000	3000	8-30-30-30-30-30-1	32	swish	2000	0.0001	exp	0.021	Gaussian	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-5.0558	305.4401	285.7929	154.0087	0.9926	0.9952	0.997	1.922958048955558e+16	0.2019	0.6848	0.0384	1.0572	0.0644	1.0514	0.068	0.3915	0.0	5397	2397	0:21:50	0:46:10	0:00:10
26	40000	3000	8-30-30-30-30-30-1	32	swish	2000	0.0001	exp	0.021	Laplace	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-3.0157	232.4958	590.7387	132.3522	0.9953	0.9762	0.9975	12.9655	1.4691	26.8892	0.6775	38.6073	0.9863	38.9735	0.9987	0.3486	0.0001	5842	2842	0:22:30	0:50:36	0:00:09
27	40000	3000	8-30-30-30-30-30-1	32	swish	2000	0.0001	exp	0.071	Gaussian	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-4.9588	303.621	281.0095	135.2361	0.9925	0.9953	0.9976	1.920616393743114e+16	0.3577	0.6795	0.0027	1.0562	0.0156	1.0475	0.0153	0.4187	0.0	5056	2056	0:21:37	0:44:37	0:00:11
28	40000	3000	8-30-30-30-30-30-1	32	swish	2000	0.0001	exp	0.071	Laplace	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-2.3458	240.9153	597.9078	133.7851	0.9949	0.9754	0.9974	12.9715	2.1452	26.8627	0.6429	38.5549	0.9393	38.9501	0.9471	0.3726	0.0001	10693	7693	0:22:43	1:31:59	0:00:09
29	40000	3000	8-30-30-30-30-30-1	32	swish	2000	0.0001	exp	0.136	Gaussian	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-1.5931	306.1868	281.7475	142.1829	0.9925	0.9953	0.9974	1.92617969904118e+16	3.8087	0.6837	-0.0987	1.0614	-0.1249	1.0524	-0.1312	0.3744	0.0	11453	8453	0:21:42	1:36:17	0:00:10
30	40000	3000	8-30-30-30-30-30-1	32	swish	2000	0.0001	exp	0.136	Laplace	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	3.3405	234.6124	593.6034	133.6878	0.9952	0.976	0.9974	12.9806	7.8554	26.9535	0.6467	38.6718	0.9446	39.0978	0.9525	0.3901	0.0001	8130	5130	0:22:26	1:08:49	0:00:09
31	40000	3000	8-30-30-30-30-30-1	32	swish	2000	0.0001	exp	0.361	Gaussian	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	50.1669	307.9273	281.8466	115.9161	0.9922	0.9952	0.9982	1.920955747489841e+16	55.638	0.6828	0.0072	1.0713	0.0222	1.0523	0.0213	0.4228	0.0	3000	0	0:21:41	0:25:53	0:00:10
