17	40000	3000	8-20-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.136	Gaussian	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-1.2694	465.408	367.8473	100.4794	0.9787	0.9907	0.9985	15.7142	2.1452	2.604	0.0868	3.6628	0.1334	3.7848	0.138	0.4346	0.0	8767	5767	0:22:39	1:01:40	0:00:10
18	40000	3000	8-20-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.136	Laplace	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-1.2108	342.387	215.8472	121.1988	0.9893	0.9971	0.9979	2010420770.2354	4.2971	0.734	0.0144	1.0389	0.0281	1.0598	0.0273	0.3766	0.0	5480	2480	0:37:12	0:37:18	0:00:09
