15	40000	3000	8-20-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.071	Laplace	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-3.0765	58.8682	0.0014789397309180133	8100	5100	-4.3889	-4.408	-5.4845	-5.5036	-5.5051	0.0014789397309180133
16	40000	3000	8-20-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.071	Gaussian	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-4.0404	44.2392	0.00017518773110595333	5522	2522	-5.236	-3.2345	-5.3657	-3.3642	-3.3644	0.00017518773110595333
