3	40000	3000	8-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.071	Gaussian	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-5.0824	468.8332	453.6631	140.9137	0.9802	0.9863	0.9973	18.547	0.0822	0.7701	-0.0272	1.1331	-0.0284	1.1386	-0.0279	0.4119	0.0	5522	2522	0:25:47	0:33:39	0:00:08
4	40000	3000	8-20-20-20-20-20-1	32	swish	2000	0.0001	exp	0.071	Laplace	nn_constant	0.00015	0.001	Gaussian	nn_complex	1e-06	-3.7934	22510.7377	403.1669	151.2849	0.0283	0.9899	0.9968	10.1144	0.8701	0.8564	-0.0369	1.2063	-0.042	1.2306	-0.0431	0.4181	0.0	4580	1580	0:20:45	0:27:44	0:00:07
